Name,SRR1140763,SRR1140994,SRR1140995,SRR1142421,SRR1142422,SRR1142423
Smp_099850.1,316.0,402.0,1287.0,2720.0,1468.0,1775.0
Smp_099890.1,173.0,173.0,511.0,3081.0,404.0,484.0
Smp_099930.1,119.0,141.0,382.0,2677.0,318.0,569.0
Smp_100030.1,41.0,20.0,155.0,511.0,116.0,120.0
Smp_100040.1,329.0,566.0,2383.0,3798.0,1554.0,2038.0
Smp_100070.1,93.0,217.0,486.0,1299.0,527.0,664.0
Smp_100080.1,16.036,21.927,38.179,486.816,96.39,118.953
Smp_100090.1,432.0,623.0,2154.0,7529.0,1571.0,1773.0
Smp_100110.1,68.0,64.0,239.0,1029.0,152.0,190.0
Smp_100120.1,74.0,50.0,152.0,1119.0,203.0,277.0
Smp_100130.1,110.0,111.0,377.0,988.0,335.0,559.0
Smp_100140.1,99.0,79.0,320.0,1072.0,209.0,285.0
Smp_100350.1,8.0,13.0,51.0,116.0,14.0,29.0
Smp_100380.1,15.0,6.0,47.0,90.0,44.0,38.0
Smp_101230.1,0.0,0.0,0.0,37.408,18.242,0.0
Smp_101290.1,201.0,283.0,834.0,2936.0,571.0,1101.0
Smp_101310.1,81.0,118.0,323.0,868.0,258.0,342.0
Smp_101370.1,261.95,294.382,740.821,3510.918,558.983,854.39
Smp_101370.2,105.098,48.191,456.283,979.2,429.059,622.17
Smp_101450.1,0.0,0.0,0.0,0.0,0.0,0.0
Smp_101820.1,128.0,84.0,226.0,1474.0,381.0,351.0
Smp_101840.1,0.0,0.0,0.0,5.218,0.0,1.265
Smp_101970.1,2.0,14.0,10.0,47.0,14.0,19.0
Smp_102000.1,0.0,0.0,0.0,0.0,0.0,0.0
Smp_102020.1,0.0,0.0,0.0,7.405,0.0,0.0
Smp_102040.1,1270.0,2383.0,7482.0,10463.0,5130.0,9032.0
Smp_102160.1,52.57,64.244,252.402,1358.813,321.323,204.179
Smp_102160.2,109.324,161.753,235.46,867.37,208.646,469.979
Smp_102240.1,159.0,213.0,571.832,1981.962,588.0,805.0
Smp_102280.1,131.0,154.0,928.0,769.0,439.0,707.0
Smp_102340.1,299.901,426.457,838.855,4485.888,952.549,1701.182
Smp_102390.1,0.0,0.0,0.0,1.0,6.0,11.0
Smp_102400.1,4.0,12.0,12.0,135.0,13.0,18.0
Smp_102410.1,97.0,140.0,299.0,1552.0,262.0,443.0
Smp_102430.1,21.022,13.556,27.379,205.638,32.906,66.11
Smp_102450.1,251.0,380.0,1243.0,1952.0,986.0,1184.0
Smp_102480.1,82.337,133.404,470.457,1528.566,347.348,525.578
Smp_102490.1,48.0,128.0,477.0,826.0,345.0,352.0
Smp_102510.1,348.0,612.0,1572.0,10703.0,1029.0,2015.0
Smp_102690.1,1287.048,2131.408,5299.534,12222.544,6604.211,7664.169
Smp_102780.1,14.059,9.845,35.903,75.998,20.404,83.846
Smp_102810.1,12.879,13.57,6.101,132.339,52.123,74.918
Smp_102810.2,78.616,93.933,340.572,556.062,319.541,326.954
Smp_102820.1,32.0,57.0,158.0,716.0,105.0,110.0
Smp_102840.1,108.0,143.0,635.0,836.0,407.0,541.0
Smp_102920.1,27.018,23.371,131.774,547.982,177.287,189.159
Smp_102920.2,45.982,69.629,194.226,349.726,103.713,140.841
Smp_102960.1,103.0,145.0,469.0,1294.0,432.0,711.0
Smp_103010.1,42.0,75.0,185.0,528.0,141.0,151.0
Smp_103090.1,228.0,247.0,751.0,2215.0,879.0,988.0
Smp_103100.1,160.0,172.0,547.0,1484.0,644.0,717.0
Smp_103140.1,108.006,74.042,123.04,705.145,162.661,142.481
Smp_103160.1,1094.0,1751.0,4386.0,20086.0,4689.0,7155.0
Smp_103200.1,249.0,268.0,890.0,3232.0,709.0,898.0
Smp_103280.1,355.0,883.0,2256.0,5125.0,2138.0,3707.0
Smp_103320.1,256.213,381.659,1350.285,2861.936,1133.632,1164.151
Smp_103330.1,12.787,23.341,69.715,380.064,18.368,77.849
Smp_103340.1,28.0,36.0,135.0,336.0,128.0,108.0
Smp_103380.1,13.0,14.0,83.0,234.0,31.0,57.0
Smp_103430.1,0.0,0.0,0.0,0.0,0.0,0.0
Smp_103460.1,414.0,577.0,2451.0,4648.0,1861.0,2236.0
Smp_103470.1,217.0,311.0,1201.0,1782.0,862.0,1205.0
Smp_103530.1,62.294,84.092,227.758,1236.997,193.761,322.068
Smp_103540.1,360.0,534.0,1249.0,5050.0,1271.0,1449.0
Smp_103560.1,8.093,8.0,16.814,182.098,28.151,49.973
Smp_103560.2,9.91,0.0,2.186,280.263,19.486,7.009
Smp_103570.1,370.0,605.0,1585.0,4228.0,1603.0,2639.0
Smp_103610.1,1080.028,301.52,756.369,16955.335,511.247,1436.612
Smp_103710.1,141.0,207.0,771.0,1670.0,522.0,660.0
Smp_103740.1,42.05,44.707,125.094,1039.47,99.077,159.128
Smp_103790.1,240.0,15.0,28.0,42.0,4.0,14.0
Smp_103810.1,668.0,886.0,2709.0,7726.0,2811.0,3892.0
Smp_103830.1,63.0,158.0,393.0,1029.0,372.0,427.0
Smp_103920.1,362.0,876.0,3540.0,2860.0,2560.0,2951.0
Smp_103930.1,97.961,73.794,197.552,719.806,302.484,409.299
Smp_103930.2,7.039,7.206,68.448,777.194,53.516,91.701
Smp_103950.1,455.0,828.0,2346.0,3894.0,2515.0,2650.0
Smp_103990.1,79.0,108.0,464.0,946.0,382.0,443.0
Smp_104000.1,73.0,92.0,190.0,1110.0,279.0,313.0
Smp_104030.1,852.0,1042.0,3799.0,8147.0,3411.0,4824.0
Smp_104110.1,142.0,199.0,763.0,2071.0,558.0,816.0
Smp_104120.1,27.0,60.0,313.0,286.0,241.0,341.0
Smp_104170.1,0.0,0.0,0.0,0.0,0.0,0.0
Smp_104210.1,1.0,2.0,7.286,45.346,0.0,10.726
Smp_104270.1,221.0,53.0,161.0,4850.0,169.0,236.0
Smp_104310.1,7.0,24.0,23.0,218.0,36.0,39.0
Smp_104330.1,68.0,104.0,253.0,1317.0,220.0,310.0
Smp_104370.1,4.0,14.0,42.0,87.0,92.0,68.0
Smp_104450.1,8.454,18.517,51.883,301.765,52.266,80.461
Smp_104470.1,155.0,215.0,866.0,1175.0,735.0,700.0
Smp_104500.1,240.361,496.029,2184.517,2213.323,2575.098,3507.764
Smp_104500.2,335.517,152.43,0.0,1847.656,373.543,566.586
Smp_104500.3,371.123,421.5,1331.444,3444.825,1015.339,1515.333
Smp_104500.4,0.0,0.0,0.0,0.0,0.0,0.0
Smp_104520.1,156.0,230.0,828.0,2130.0,757.0,780.0
Smp_104530.1,0.0,0.0,0.0,0.0,0.0,0.0
Smp_104580.1,162.308,264.928,974.189,1417.133,656.602,795.323
Smp_104580.2,0.0,0.0,0.0,16.248,0.0,4.401
Smp_104600.1,115.0,138.0,343.0,1358.0,372.0,525.0
Smp_104630.1,364.0,524.0,1843.0,3196.0,1773.0,1763.0
Smp_104660.1,53.0,65.0,218.0,881.0,155.0,161.0
Smp_104670.1,334.0,269.0,840.0,4146.0,724.0,1152.0
Smp_104680.1,69.0,130.0,214.0,1001.0,290.0,334.0
Smp_104710.1,110.0,258.0,667.0,1095.0,695.0,858.0
Smp_104720.1,69.0,113.0,418.0,937.0,301.0,418.0
Smp_104730.1,72.0,74.0,287.0,648.0,193.0,306.0
Smp_104790.1,62.477,86.947,192.959,912.817,158.268,334.102
Smp_104860.1,41.0,24.0,111.0,443.0,123.0,130.0
Smp_104870.1,240.0,468.0,1267.0,2494.0,1324.0,1299.0
Smp_104890.1,11.0,26.0,60.001,182.783,82.739,106.0
Smp_104960.1,19.0,20.0,80.0,479.0,32.0,127.0
Smp_104970.1,65.911,68.145,168.246,1411.349,222.518,306.752
Smp_104980.1,16.0,14.0,40.0,131.0,74.0,54.0
Smp_105020.1,575.0,898.0,2255.0,14713.0,2318.0,4966.0
Smp_105040.1,40.0,47.0,169.0,1083.0,182.0,208.0
Smp_105090.1,199.779,62.319,531.52,5096.29,611.719,675.436
Smp_105090.2,553.221,364.681,1123.48,5162.71,778.281,1620.564
Smp_105100.1,95.0,144.0,505.0,2076.0,274.0,407.0
Smp_105180.1,66.0,92.0,214.135,467.502,155.584,258.621
Smp_105180.2,0.0,0.0,90.865,341.498,61.416,85.379
Smp_105200.1,40.0,44.0,42.0,583.0,119.0,144.0
Smp_105210.1,281.0,387.0,1247.0,3385.0,1005.0,1882.0
Smp_105220.1,48.0,67.0,147.0,1105.0,148.0,153.0
Smp_105320.1,216.0,252.0,1047.0,2855.0,664.0,558.0
Smp_105330.1,156.0,204.0,571.0,2456.0,695.0,903.0
Smp_105340.1,15.0,3.0,11.0,343.0,34.0,53.0
Smp_105360.1,17.0,11.0,23.0,170.0,36.0,46.0
Smp_105370.1,178.0,28.0,151.0,2441.0,76.0,138.0
Smp_105410.1,6.0,2.0,15.0,600.0,20.0,12.0
Smp_105420.1,2600.0,687.0,2051.0,32714.513,1051.0,2469.0
Smp_105420.2,0.0,0.0,0.0,9.487,0.0,0.0
Smp_105450.1,849.0,110.0,324.0,11916.0,153.0,544.0
Smp_105480.1,20.436,18.043,56.043,726.579,56.98,129.802
Smp_105540.1,80.0,103.0,256.0,1134.0,263.0,400.0
Smp_105680.1,356.0,367.0,1327.0,3502.0,876.0,1317.0
Smp_105690.1,101.822,85.87,364.274,1930.446,333.153,439.781
Smp_105700.1,472.0,547.0,2074.0,5464.0,1543.0,1901.0
Smp_105710.1,61.0,87.0,223.0,632.0,210.0,313.0
Smp_105730.1,0.0,0.0,0.0,0.0,0.0,0.0
Smp_105780.1,0.0,5.0,5.0,3.0,2.0,3.0
Smp_105860.1,475.0,645.0,2051.0,4663.0,2256.0,2622.0
Smp_105910.1,1070.0,931.0,2990.0,15668.0,3006.0,5074.0
Smp_105930.1,185.0,130.0,469.0,1991.0,378.0,546.0
Smp_105950.1,68.0,96.0,379.0,551.0,224.0,513.0
Smp_105960.1,255.0,216.0,639.0,2125.0,730.0,813.0
Smp_105970.1,438.0,476.0,1532.0,4885.0,1077.0,1473.0
Smp_106010.1,10.0,0.0,25.0,392.0,7.0,35.0
Smp_106050.1,17.362,29.604,50.145,344.016,24.465,75.163
Smp_106060.1,48.638,59.396,101.856,884.96,144.535,133.828
Smp_106080.1,110.52,155.319,518.332,1424.887,371.82,577.308
Smp_106110.1,181.0,218.0,997.0,2618.0,826.0,998.0
