"Gene","Target","OthersMean","Log2FC"
"Smp_011990.1",1.25454506554701,1.21016387808809,0.0443811874589144
"Smp_012000.1",0.423130637540024,0.0552367340798113,0.367893903460213
"Smp_012010.1",6.76819548245781,5.46812463061836,1.30007085183945
"Smp_012030.1",4.66109496066526,5.10729091820823,-0.446195957542971
"Smp_012050.1",6.18639812408642,6.09504027816769,0.0913578459187319
"Smp_012070.1",6.51330524881277,6.02634681211719,0.486958436695573
"Smp_012110.1",6.13962665706817,5.53043841194519,0.609188245122984
"Smp_012150.1",5.62560946534643,5.849430430636,-0.223820965289565
"Smp_012200.1",3.47155465694465,2.60268202268703,0.868872634257618
"Smp_012200.2",0,0.0487786532310449,-0.0487786532310449
"Smp_012280.1",6.98961470940676,6.18932750379897,0.800287205607791
"Smp_012340.1",4.86845139958224,4.28831260630969,0.580138793272554
